genre,definition
country,"['Country called', 'called country', 'country genre', 'genre popular', 'popular music', 'music originated', 'originated church', 'church music', 'music Southern', 'Southern gospel', 'gospel American', 'American folk', 'folk music', 'music forms', 'forms including', 'including cowboy', 'cowboy Western', 'Western music', 'music styles', 'styles New', 'New Red', 'Red Texas', 'Texas Its', 'Its popularized', 'popularized roots', 'roots originate', 'originate Southern', 'Southern Southwestern', 'Southwestern United', 'United States', 'States early', 'early music', 'music consists', 'consists ballads', 'ballads dance', 'dance tunes', 'tunes commonly', 'commonly known', 'known Tonk', 'Tonk generally', 'generally simple', 'simple folk', 'folk harmonies', 'harmonies accompanied', 'accompanied string', 'string instruments', 'instruments electric', 'electric acoustic', 'acoustic steel', 'steel guitars', 'guitars pedal', 'pedal steels', 'steels fiddles', 'fiddles Blues', 'Blues modes', 'modes extensively', 'extensively recorded', 'recorded term', 'term country', 'country music', 'music gained', 'gained popularity', 'popularity preference', 'preference hillbilly', 'hillbilly came', 'came encompass', 'encompass Western', 'Western evolved', 'evolved parallel', 'parallel hillbilly', 'hillbilly music', 'music similar', 'similar In', 'In United', 'United country', 'country music', 'music listened', 'listened rush', 'rush hour', 'hour radio', 'radio genre', 'genre evening', 'evening second', 'second popular', 'popular morning', 'morning term', 'term country', 'country music', 'music today', 'today describe', 'describe styles', 'styles The', 'The origins', 'origins country', 'country music', 'music found', 'found folk', 'folk music', 'music working', 'working class', 'class Americans', 'Americans American', 'American It', 'It historical', 'historical roots', 'roots indigenous', 'indigenous music', 'music North', 'North Celtic', 'Celtic early', 'early music', 'music British', 'British Irish', 'Irish traditional', 'traditional singing', 'singing French', 'French folk', 'folk traditional', 'traditional folk', 'folk music']"
album rock,"['rock originally', 'originally called', 'called FM', 'FM radio', 'radio format', 'format created', 'created United', 'United States', 'States focuses', 'focuses repertoire', 'repertoire rock', 'rock albums', 'albums currently', 'currently associated', 'associated classic', 'classic radio', 'radio established', 'established US', 'US radio', 'radio stations', 'stations dedicated', 'dedicated playing', 'playing album', 'album tracks', 'tracks rock', 'rock artists', 'artists hard', 'hard rock', 'rock progressive', 'progressive rock', 'rock In', 'In AOR', 'AOR characterized', 'characterized mellifluous', 'mellifluous sound', 'sound sophisticated', 'sophisticated production', 'production considerable', 'considerable dependence', 'dependence melodic', 'melodic Using', 'Using research', 'research formal', 'formal programming', 'programming create', 'create album', 'album rock', 'rock format', 'format greater', 'greater commercial', 'commercial AOR', 'AOR format', 'format achieved', 'achieved tremendous', 'tremendous popularity', 'popularity late', 'late early', 'early early', 'early radio', 'radio term', 'term normally', 'normally abbreviation', 'abbreviation meaning', 'meaning radio', 'radio stations', 'stations specialized', 'specialized classic', 'classic rock', 'rock recorded', 'recorded late', 'late term', 'term commonly', 'commonly conflated', 'conflated radio', 'radio format', 'format uses', 'uses initialism', 'initialism AOR', 'AOR covers', 'covers album', 'album tracks', 'tracks range', 'range rock', 'rock soft', 'soft rock', 'rock pop']"
contemporary country,[]
canadian pop,[]
southern hip hop,"['Southern hip', 'hip known', 'known Southern', 'Southern South', 'South Coast', 'Coast hip', 'hip dirty', 'dirty blanket', 'blanket term', 'term regional', 'regional genre', 'genre American', 'American hip', 'hip hop', 'hop music', 'music emerged', 'emerged Southern', 'Southern United', 'United especially', 'especially New', 'New cities', 'cities constitute', 'constitute rap', 'rap music', 'music reaction', 'reaction flow', 'flow hip', 'hip hop', 'hop culture', 'culture New', 'New York', 'York City', 'City Los', 'Los Angeles', 'Angeles area', 'area considered', 'considered major', 'major American', 'American hip', 'hip hop', 'hop alongside', 'alongside East', 'East Coast', 'Coast hip', 'hip hop', 'hop West', 'West Coast', 'Coast hip', 'hip Many', 'Many early', 'early Southern', 'Southern rap', 'rap artists', 'artists released', 'released music', 'music independently', 'independently mixtapes', 'mixtapes encountering', 'encountering difficulty', 'difficulty securing', 'securing contracts', 'contracts By', 'By early', 'early Southern', 'Southern artists', 'artists attained', 'attained decade', 'decade went', 'went mainstream', 'mainstream underground', 'underground varieties', 'varieties Southern', 'Southern hip', 'hip hop', 'hop popular', 'popular influential', 'influential entire']"
desi pop,[]
filmi,"['Filmi music', 'music soundtracks', 'soundtracks music', 'music produced', 'produced mainstream', 'mainstream motion', 'motion picture', 'picture industry', 'industry written', 'written performed', 'performed Indian', 'Indian In', 'In music', 'music directors', 'directors main', 'main body', 'body songs', 'songs performed', 'performed playback', 'playback singers', 'singers genre', 'genre represents', 'represents music', 'music sales', 'sales market', 'market music', 'music tends', 'tends appeal', 'appeal Pakistan', 'Pakistan especially', 'especially Indian', 'Indian Songs', 'Songs different', 'different languages', 'languages depending', 'depending target', 'target example', 'example Hindi', 'Hindi Playback', 'Playback singers', 'singers usually', 'usually noted', 'noted ability', 'ability sing', 'sing charisma', 'charisma Filmi', 'Filmi playback', 'playback level', 'level success', 'success appeal', 'appeal tied', 'tied involvement', 'involvement film', 'film soundtracks', 'soundtracks cinema', 'cinema releases', 'releases highest', 'highest box', 'box office', 'office Song', 'Song Dance', 'Dance Indian', 'Indian archive', 'archive presentation', 'presentation filmi', 'filmi praised', 'praised generally', 'generally fitting', 'fitting term', 'term tradition', 'tradition exuberant', 'exuberant music', 'music melodrama', 'melodrama closely', 'closely identified', 'identified Hindi', 'Hindi commercial', 'commercial cinema', 'cinema produced', 'produced Bombay', 'Bombay truly']"
urban contemporary,"['Urban contemporary', 'contemporary known', 'known urban', 'urban hip', 'hip urban', 'urban simply', 'simply music', 'music radio', 'radio The', 'The term', 'term coined', 'coined New', 'New York', 'York radio', 'radio DJ', 'DJ Frankie', 'Frankie Crocker', 'Crocker early', 'early synonym', 'synonym Black', 'Black Urban', 'Urban contemporary', 'contemporary radio', 'radio stations', 'stations feature', 'feature playlist', 'playlist entirely', 'entirely Black', 'Black genres', 'genres quiet', 'quiet urban', 'urban adult', 'adult hip', 'hip Latin', 'Latin music', 'music Latin', 'Latin Chicano', 'Chicano Chicano', 'Chicano Caribbean', 'Caribbean music', 'music reggae', 'reggae Urban', 'Urban contemporary', 'contemporary developed', 'developed characteristics', 'characteristics genres', 'genres urban', 'urban music', 'music largely', 'largely US', 'US virtually', 'virtually urban', 'urban contemporary', 'contemporary formatted', 'formatted radio', 'radio stations', 'stations United', 'United States', 'States located', 'located cities', 'cities sizeable', 'sizeable New', 'New York', 'York New', 'New Los', 'Los Hartford', 'Hartford contemporary', 'contemporary music', 'music includes', 'includes contemporary', 'contemporary elements', 'elements incorporate', 'incorporate production', 'production elements', 'elements found', 'found urban', 'urban urban', 'urban urban']"
melodic rap,"['Pop rap', 'rap known', 'known pop', 'pop hip', 'hip melodic', 'melodic melodic', 'melodic genre', 'genre music', 'music fusing', 'fusing lyricism', 'lyricism hip', 'hip hop', 'hop music', 'music pop', 'pop preference', 'preference melodious', 'melodious vocals', 'vocals catchy', 'catchy This', 'This genre', 'genre gained', 'gained mainstream', 'mainstream popularity', 'popularity influences', 'influences roots', 'roots pop', 'pop rap', 'rap trace', 'trace hip', 'hip hop', 'hop artists', 'artists LL', 'LL Cool', 'Cool Beastie', 'Beastie The', 'The lyrics', 'lyrics choruses', 'choruses similar', 'similar heard', 'heard pop']"
hard rock,"['Hard rock', 'rock heavy', 'heavy rock', 'rock loosely', 'loosely defined', 'defined subgenre', 'subgenre rock', 'rock music', 'music typified', 'typified aggressive', 'aggressive vocals', 'vocals distorted', 'distorted electric', 'electric Hard', 'Hard rock', 'rock began', 'began psychedelic', 'psychedelic blues', 'blues rock', 'rock Some', 'Some earliest', 'earliest hard', 'hard rock', 'rock music', 'music produced', 'produced Rolling', 'Rolling Cream', 'Cream Jimi', 'Jimi Hendrix', 'Hendrix In', 'In late', 'late bands', 'bands Jeff', 'Jeff Beck', 'Beck Iron', 'Iron Led', 'Led Golden', 'Golden Steppenwolf', 'Steppenwolf Deep', 'Deep Purple', 'Purple produced', 'produced hard', 'hard genre', 'genre developed', 'developed major', 'major form', 'form popular', 'popular music', 'music Led', 'Led Zeppelin', 'Zeppelin Deep', 'Deep Purple', 'Purple joined', 'joined Van', 'Van During', 'During hard', 'hard rock', 'rock bands', 'bands moved', 'moved away', 'away hard', 'hard rock', 'rock roots', 'roots pop', 'pop Established', 'Established bands', 'bands comeback', 'comeback hard', 'hard rock', 'rock reached', 'reached commercial', 'commercial peak', 'peak glam', 'glam metal', 'metal bands', 'bands Bon', 'Bon Jovi', 'Jovi Def', 'Def Leppard', 'Leppard rawer', 'rawer sounds', 'sounds Guns', 'Guns Roses', 'Roses followed', 'followed great', 'great success', 'success later', 'later rock', 'rock began', 'began losing', 'losing popularity', 'popularity commercial', 'commercial success', 'success urban', 'urban grunge', 'grunge later', 'later Britpop', 'Britpop Despite', 'Despite bands', 'bands adopted', 'adopted hard', 'hard rock', 'rock sound', 'sound saw', 'saw renewed', 'renewed interest', 'interest established', 'established attempts', 'attempts new', 'new bands', 'bands emerged', 'emerged garage', 'garage rock', 'rock revival', 'revival Out', 'Out movement', 'movement came', 'came garage', 'garage rock', 'rock bands', 'bands like', 'like The', 'The White', 'White Interpol', 'Interpol later', 'later Black', 'Black In', 'In bands', 'bands managed', 'managed sustain', 'sustain highly', 'highly successful', 'successful recording']"
electro house,"['Electro house', 'house genre', 'genre electronic', 'electronic dance', 'dance music', 'music characterized', 'characterized heavy', 'heavy bass', 'bass tempo', 'tempo beats', 'beats The', 'The term', 'term describe', 'describe music', 'music DJ', 'DJ Mag', 'Mag Top', 'Top including', 'including Benny', 'Benny Steve', 'Steve Aoki']"
nu metal,"['Nu metal', 'metal stylized', 'stylized subgenre', 'subgenre alternative', 'alternative metal', 'metal combines', 'combines elements', 'elements heavy', 'heavy metal', 'metal music', 'music elements', 'elements music', 'music genres', 'genres hip', 'hip alternative', 'alternative Nu', 'Nu metal', 'metal bands', 'bands drawn', 'drawn elements', 'elements influences', 'influences variety', 'variety musical', 'musical including', 'including multiple', 'multiple genres', 'genres heavy', 'heavy Nu', 'Nu metal', 'metal rarely', 'rarely features', 'features guitar', 'guitar solos', 'solos displays', 'displays technical', 'technical genre', 'genre heavily', 'heavily syncopated', 'syncopated based', 'based guitar', 'guitar Many', 'Many nu', 'nu metal', 'metal guitarists', 'guitarists use', 'use guitars', 'guitars produce', 'produce heavier', 'heavier DJs', 'DJs occasionally', 'occasionally featured', 'featured nu', 'nu metal', 'metal provide', 'provide instrumentation', 'instrumentation turntable', 'turntable scratching', 'scratching electronic', 'electronic Vocal', 'Vocal styles', 'styles nu', 'nu metal', 'metal include', 'include screaming', 'screaming Nu', 'Nu metal', 'metal key', 'key genres', 'genres new', 'new wave', 'wave American', 'American heavy', 'heavy metal', 'metal popular', 'popular late', 'late bands', 'bands artists', 'artists Limp', 'Limp Slipknot', 'Slipknot Kid', 'Kid Rock', 'Rock releasing', 'releasing albums', 'albums sold', 'sold millions', 'millions Nu', 'Nu popularity', 'popularity continued', 'continued early', 'early bands', 'bands Papa', 'Papa selling', 'selling came', 'came peak', 'peak Linkin', 'Linkin album', 'album Hybrid', 'Hybrid oversaturation', 'oversaturation bands', 'bands combined', 'combined underperformance', 'underperformance releases', 'releases led', 'led nu', 'nu leading', 'leading rise', 'rise metalcore', 'metalcore nu', 'nu metal', 'metal bands', 'bands disbanding', 'disbanding abandoning', 'abandoning established', 'established sound', 'sound favor', 'favor nu', 'nu metal', 'metal bands', 'bands combine', 'combine nu', 'nu metal', 'metal genres', 'genres metalcore', 'metalcore nu', 'nu metal', 'metal bands', 'bands early', 'early returned', 'returned nu', 'nu metal', 'metal Bands', 'Bands like', 'like Of', 'Of Mice', 'Mice Issues', 'Issues My', 'My Ticket', 'Ticket Home', 'Home combine', 'combine nu', 'nu metal', 'metal metalcore', 'metalcore Artists', 'Artists like', 'like Poppy', 'Poppy Rina', 'Rina Sawayama', 'Sawayama integrate', 'integrate nu', 'nu metal', 'metal sounds', 'sounds electronic', 'electronic pop', 'pop music', 'music late', 'late early']"
