genre,definition
norteno,"Norteño Norteña ( Spanish pronunciation : [ noɾˈteɲo ] , northern ) , música norteña , genre Regional Mexican music . music based duple triple metre lyrics deal socially relevant topics , norteño love songs . accordion bajo sexto traditional norteño characteristic instruments . Norteña music developed late 19th century , mixture local Mexican music Austrian - Czech - origin folk music . 
 genre popular Mexico United States , especially Mexican Mexican - American community , popular Spanish - speaking countries far Colombia Chile . originating rural areas , norteño popular rural urban areas . 
 conjunto norteño type Mexican folk ensemble . includes diatonic accordion , bajo sexto , electric bass double bass , drums , saxophone ."
colombian pop,
pop urbaine,
country rock,"Country rock subgenre popular music , formed fusion rock country . developed rock musicians began record country - flavored records late 1960s early 1970s . musicians recorded rock records country themes , vocal styles , additional instrumentation , characteristically pedal steel guitars . Country rock began artists like Buffalo Springfield , Michael Nesmith , Bob Dylan , Nitty Gritty Dirt Band , Byrds , Flying Burrito Brothers , International Submarine Band , reaching greatest popularity 1970s artists Emmylou Harris , Eagles , Linda Ronstadt , Michael Nesmith , Poco , Charlie Daniels Band , Pure Prairie League . Country rock influenced artists genres , including Band , Grateful Dead , Creedence Clearwater Revival , Rolling Stones , George Harrison solo work , playing development Southern rock . 

"
latin rock,"Latin rock term describe subgenre blending traditional sounds elements Latin American Hispanic Caribbean folk rock music . , widely English - language media refer kind rock music featuring Spanish Portuguese vocals . led controversy scope terminology . 
 Latin rock confused "" rock music Latin America "" rock en español . closely related Latin alternative scene ( combines Latin elements alternative rock , pop , electronic music , indie hip hop ) term refer phenomenon ."
mexican pop,"Mexican pop music genre produced Mexico , particularly intended teenagers young adults . 
 Mexico country exports entertainment Spanish language . Mexican pop limited Latin America mid-1990s , interest type music increased Selena , Luis Miguel , Paulina Rubio , Thalía Angélica María debuts mainstream USA audience . 
 southwestern United States , Spanish guitar rhythms Mexican musical influences inspired music American musicians Ritchie Valens , Danny Flores ( Champs ) , Sam Sham , Roy Orbison later , Herb Alpert . Initially , public exhibited moderate interest , media attention focused La Ola Inglesa ( British Invasion ) . 
 1954 Andy Russell , relocated Mexico star radio , television , motion pictures , records nightclubs . 1960s 1970s , pop music produced Mexico consisted Spanish - language versions English - language rock - - roll hits . Singers musical groups like César Costa , Angélica María , Enrique Guzmán , Alberto Vázquez , Manolo Muñoz , Johnny Laboriel , Julissa Los Teen Tops performed cover versions songs Elvis Presley , Nancy Sinatra , Paul Anka , Joan Baez . , substantial success Mexican - American guitarist Carlos Santana United States late 1960s , large number bands sprang . bands sang Spanish English , keeping foreign commercial exposure mind ."
arrocha,"Arrocha music / dance style originated interior Bahia , Brazil states , notably city Candeias . 
 seresta brega , styles generated , popular - oriented musical genre , thematic musical lyrics based love stories people interior metropolitan regions Bahia . Quickly spreading success , gained popularity Northeast region Brazil . Nowadays popular country ."
viral rap,
funk carioca,"Funk carioca ( [ ˈfɐ̃.k(i ) ˌkɐ.ɾi.ˈɔ.kɐ ] ) , known favela funk , parts world , baile funk Brazilian funk , simply funk , hip hop - influenced style Rio de Janeiro , blending funk rap subgenres Miami bass gangsta rap . Brazil , "" Baile funk "" refers music , actual parties discotheques music played ( Portuguese pronunciation : [ ˈbaj.li ] , baile , meaning "" party "" ) . originated Rio , "" Funk carioca "" increasingly popular working classes parts Brazil . country , funk carioca simply known "" funk "" , musically different "" funk music "" internationally meant . facts , shows urban Afro beats influences ."
reggaeton colombiano,
folk rock,"Folk rock hybrid music genre combines elements folk rock music , arose United States , Canada , United Kingdom mid-1960s . U.S. , folk rock emerged folk music revival . Performers Bob Dylan Byrds — members earlier played folk ensembles — attempted blend sounds rock pre - existing folk repertoire , adopting use electric instrumentation drums way previously discouraged U.S. folk community . term "" folk rock "" initially U.S. music press June 1965 describe Byrds ' music . 
 commercial success Byrds ' cover version Dylan "" Mr. Tambourine Man "" debut album , Dylan recordings rock instrumentation — albums Bringing Home ( 1965 ) , Highway 61 Revisited ( 1965 ) , Blonde Blonde ( 1966)—encouraged folk acts , Simon & Garfunkel , use electric backing records new groups , Buffalo Springfield , form . Dylan controversial appearance Newport Folk Festival 25 July 1965 , backed electric band , pivotal moment development genre . 
 late 1960s Britain Europe , distinct , eclectic British folk rock style created Pentangle , Fairport Convention Alan Stivell . Inspired British psychedelic folk North American style folk rock , British folk rock bands began incorporate elements traditional British folk music repertoire , leading variants , including overtly English folk rock Albion Band Celtic rock ."
j-pop,"J - pop ( Japanese : ジェイポップ , jeipoppu ; stylized J - POP ; abbreviated form "" Japanese popular music "" ) , natively known simply pops ( ポップス , poppusu ) , form popular music entered musical mainstream Japan 1990s . Modern J - pop roots traditional music Japan , significantly 1960s pop rock music . J - pop replaced kayōkyoku ( "" Lyric Singing Music "" , term Japanese popular music 1920s 1980s ) Japanese music scene . J - rock bands Happy End fused Beatles Beach Boys - style rock Japanese music 1960s–1970s . J - country popularity international popularity Westerns 1960s–1970s , appeal work musicians like Charlie Nagatani venues including Little Texas , Tokyo . J - rap mainstream producer Nujabes work Samurai Champloo , Japanese pop culture seen anime hip hop . trends Japanese music include J - Euro early 1990s , Namie Amuro , Latin music , CCM , gospel music scenes J - pop . J - pop defined new wave crossover fusion acts late 1970s Yellow Magic Orchestra Southern Stars . Popular styles Japanese pop music include technopop 1970s–1980s , city pop 1980s , Shibuya - kei 1990s ."
